Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
0.2,47,63.14,1979.9956569766891,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.99,0.99,58136,60,592,581.36,74.85521648050606,581.36,5.074214935302E-4,100,5603.3034343434265,MIRAI-GREETH_FLOOD
20.0,6,64.0,12645.253097772016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.908105850219727E-5,100,0.0,DOS-TCP_FLOOD
7.92,17,63.36,14088.55597729334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,7.097959518432617E-5,100,0.0,DDOS-UDP_FLOOD
14.4,17,67.5,132.7353397259407,0.1,0.1,0.0,0.0,0.2,0.0,0.0,2,1,1,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.2,0.0,0.0,0.8,0.8,1285,60,345,128.5,113.42569765661082,128.5,0.0100076913833618,10,12865.388888888889,VULNERABILITYSCAN
0.0,1,64.0,47640.89050431622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.0999908447265625E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,65.91,6762.279725916969,0.98,0.01,0.98,0.0,0.0,0.0,0.0,0,1,98,98,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,1.0,1.0,6052,60,98,60.52,4.036400036235921,60.52,1.478791236877E-4,100,16.292525252525348,DDOS-RSTFINFLOOD
20.0,6,64.0,24662.22143823132,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.168987274169922E-5,100,0.0,DDOS-SYN_FLOOD
13.6,17,82.7,47.251404540267245,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.2,0.0,0.0,0.8,0.8,1052,60,214,105.2,52.23196126681228,105.2,0.0219027042388916,10,2728.177777777778,BENIGN
0.0,1,64.0,18764.781675017897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.3489208221435546E-5,100,0.0,DDOS-ICMP_FLOOD
24.8,6,60.0,100.18832319738584,0.2,0.1,0.0,0.2,0.6,0.0,0.0,6,1,2,0,0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1212,60,441,121.2,121.77921734753338,121.2,0.0171133995056152,10,14830.177777777775,VULNERABILITYSCAN
0.0,47,63.36,3043.0111583498992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.99,57282,60,578,572.82,51.80000000000012,572.82,3.28631401062E-4,100,2683.2400000000125,MIRAI-GREIP_FLOOD
8.24,17,64.0,9825.026938393066,0.01,0.0,0.0,0.0,0.01,0.0,0.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,6006,60,66,60.06,0.5999999999999995,60.06,1.017808914184E-4,100,0.3599999999999994,DDOS-UDP_FLOOD
0.08,1,64.0,15586.413972500928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.0,1.0,1.0,6032,60,92,60.32,3.1999999999999997,60.32,6.417036056518554E-5,100,10.239999999999997,DDOS-ICMP_FLOOD
9.92,17,71.24,386.6316627828088,0.0,0.02,0.0,0.09,0.14,0.0,0.0,14,2,0,0,0.11,0.01,0.01,0.0,0.0,0.0,0.0,0.15,0.84,0.0,0.0,0.01,0.0,1.0,1.0,53611,60,4434,536.11,426.7221529972234,536.11,0.0025864505767822,100,182091.7958585857,MIRAI-UDPPLAIN
19.8,6,63.36,23781.277995123888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,4.23884391784668E-5,100,0.0,DDOS-TCP_FLOOD
8.0,17,64.64,2290.367393298676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54951,105,554,549.51,44.90000000000005,549.51,4.366207122802E-4,100,2016.010000000004,MIRAI-UDPPLAIN
19.8,6,63.36,9870.576330219095,0.0,0.0,0.0,0.99,0.99,0.0,0.0,99,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,1.013112068176E-4,100,0.0,DDOS-PSHACK_FLOOD
8.0,17,64.0,18681.204347051487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18200,182,182,182.0,0.0,182.0,5.3529739379882815E-5,100,0.0,DOS-UDP_FLOOD
0.0,1,63.36,58620.60097833683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,1.706838607788086E-5,100,0.0,DDOS-ICMP_FLOOD
0.0,1,64.0,7304.095848425745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.369214057922E-4,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,15696.658059204372,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.371974945068359E-5,100,0.0,DDOS-PSHACK_FLOOD
0.0,47,64.0,12756.787006904104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57800,578,578,578.0,0.0,578.0,7.905006408691406E-5,100,0.0,MIRAI-GREIP_FLOOD
20.0,6,64.0,41270.33356292433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.42304801940918E-5,100,0.0,DOS-TCP_FLOOD
19.8,6,63.36,14469.603615413806,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0,0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,7.096052169799805E-5,100,0.0,DDOS-RSTFINFLOOD
20.24,6,64.0,14740.648063541154,0.0,0.0,0.0,0.01,0.02,0.0,0.0,2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6208,60,262,62.08,20.20285008396464,62.08,6.78396224975586E-5,100,408.15515151515,DDOS-TCP_FLOOD
0.0,1,64.0,31006.90470910032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.226041793823242E-5,100,0.0,DDOS-ICMP_FLOOD
8.48,17,64.0,12745.545156193022,0.0,0.0,0.01,0.01,0.01,0.0,0.0,1,0,0,1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.0,0.0,0.0,0.0,1.0,1.0,6805,60,865,68.05,80.49999999999999,68.05,7.845878601074218E-5,100,6480.249999999997,DOS-UDP_FLOOD
0.0,1,64.0,36229.62771011488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.7611255645751957E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,45724.452196664126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.187967300415039E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,54351.483737203576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.8410682678222656E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
19.8,6,63.36,23992.129047019796,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,4.168987274169922E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,34955.4462871906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.8607845306396483E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,36898.95310987948,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.710103988647461E-5,100,0.0,DDOS-SYN_FLOOD
0.96,1,64.0,39602.5304503824,0.0,0.0,0.0,0.02,0.03,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.97,0.0,1.0,1.0,7144,60,1112,71.44,105.45948717087266,71.44,2.5269985198974608E-5,100,11121.703434343455,DDOS-ICMP_FLOOD
28.8,6,174.1,603.0631200575126,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,744,60,156,74.4,28.73325599370876,74.4,0.0019479036331176,10,825.6000000000001,BENIGN
8.0,17,64.0,8355.686594816423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400,554,554,554.0,0.0,554.0,1.217699050903E-4,100,0.0,MIRAI-UDPPLAIN
20.0,6,64.0,37312.552264033446,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.6810169219970704E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,33613.59192178234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.975940704345703E-5,100,0.0,DOS-TCP_FLOOD
0.0,47,64.0,10655.177319378112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57800,578,578,578.0,0.0,578.0,9.58704948425293E-5,100,0.0,MIRAI-GREIP_FLOOD
0.0,1,64.0,16364.183995942414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.111860275268555E-5,100,0.0,DDOS-ICMP_FLOOD
7.76,17,71.64,8276.05367008682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.03,0.0,1.0,1.0,6184,60,214,61.84,15.464994684967134,61.84,1.208305358886E-4,100,239.1660606060617,DOS-UDP_FLOOD
8.0,17,64.0,27973.21595304789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.577947616577148E-5,100,0.0,DDOS-UDP_FLOOD
20.04,6,69.73,11555.51147477753,0.0,0.98,0.02,0.0,0.03,0.0,0.0,3,98,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.653879165649415E-5,100,0.0,DOS-SYN_FLOOD
20.0,6,64.0,30375.898030127464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.2930374145507814E-5,100,0.0,DDOS-TCP_FLOOD
8.0,17,63.91,32110.73342520288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6270,60,195,62.7,18.99521470839913,62.7,3.1151771545410155E-5,100,360.81818181818255,DOS-UDP_FLOOD
20.0,6,64.0,10869.733329877938,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,9.199857711791992E-5,100,0.0,DDOS-RSTFINFLOOD
0.0,1,64.0,81300.7171932545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.2328624725341795E-5,100,0.0,DDOS-ICMP_FLOOD
20.0,6,64.0,38864.93699036323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.5730133056640625E-5,100,0.0,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,16559.295668996012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.038904190063477E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,7173.551796678582,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.394009590148E-4,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,27895.0784783187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.584861755371094E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,17937.407518282515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.576133728027344E-5,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,31828.07709819396,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.153085708618164E-5,100,0.0,DDOS-RSTFINFLOOD
8.0,17,64.0,9356.437940572856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6025,60,85,60.25,2.5,60.25,1.068782806396E-4,100,6.25,DDOS-UDP_FLOOD
19.88,6,64.0,19999.542246805264,0.0,0.0,0.0,0.99,0.99,0.0,0.0,99,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6170,60,230,61.7,16.999999999999993,61.7,5.000114440917969E-5,100,288.9999999999998,DDOS-PSHACK_FLOOD
8.0,17,64.0,18328.543960846007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.455970764160156E-5,100,0.0,DDOS-UDP_FLOOD
8.0,17,64.0,42974.42622950819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.3279190063476563E-5,100,0.0,DDOS-UDP_FLOOD
0.32,47,63.78,973.3505989594212,0.0,0.01,0.0,0.0,0.01,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1.0,1.0,58294,60,592,582.94,64.72097376001429,582.94,0.0010282707214355,100,4188.804444444458,MIRAI-GREETH_FLOOD
20.0,6,64.0,15239.268975039058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.561994552612305E-5,100,0.0,DDOS-TCP_FLOOD
8.0,17,65.91,23304.27825313924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6892,60,798,68.92,75.23722482920275,68.92,4.292011260986328E-5,100,5660.640000000002,DOS-UDP_FLOOD
20.0,6,64.0,45124.30338891877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.2161006927490235E-5,100,0.0,DDOS-TCP_FLOOD
20.0,6,64.0,23769.148815595603,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.208087921142578E-5,100,0.0,DDOS-SYN_FLOOD
8.0,17,64.0,27917.35889243877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16200,162,162,162.0,0.0,162.0,3.582954406738281E-5,100,0.0,DOS-UDP_FLOOD
19.8,6,62.72,16030.820975386026,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0,98,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.02,0.0,0.0,0.98,0.98,6014,60,74,60.14,1.3999999999999997,60.14,6.294965744018554E-5,100,1.9599999999999984,DDOS-SYNONYMOUSIP_FLOOD
20.0,6,64.0,43195.7157569516,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.315044403076172E-5,100,0.0,DDOS-PSHACK_FLOOD
20.0,6,64.0,14703.442473532918,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.801128387451172E-5,100,0.0,DOS-SYN_FLOOD
0.0,1,64.0,37650.84380610413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.6559829711914064E-5,100,0.0,DDOS-ICMP_FLOOD
32.96,6,63.36,1186.041132341173,0.03,0.34,0.13,0.17,0.57,0.0,0.0,57,34,3,13,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.99,0.99,56927,60,2169,569.27,675.0685989085282,569.27,8.589196205139E-4,100,455717.6132323234,DDOS-HTTP_FLOOD
8.0,17,64.0,21079.02301738868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.74405288696289E-5,100,0.0,DDOS-UDP_FLOOD
20.0,6,64.0,40357.00952564226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.4778842926025392E-5,100,0.0,DDOS-SYN_FLOOD
19.64,6,98.83,216.89204947096965,0.02,0.06,0.0,0.29,0.65,0.0,0.0,65,6,2,0,0.07,0.56,0.05,0.0,0.0,0.0,0.0,0.68,0.31,0.0,0.01,0.0,0.0,0.99,0.99,16991,60,3025,169.91,433.3420067896544,169.91,0.0046184396743774,100,187785.2948484849,DDOS-ICMP_FRAGMENTATION
19.88,6,65.91,17141.297151497813,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0,0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6170,60,230,61.7,16.99999999999999,61.7,5.834817886352539E-5,100,288.99999999999966,DDOS-RSTFINFLOOD
8.0,17,64.0,25733.50512301368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.885984420776368E-5,100,0.0,DOS-UDP_FLOOD
8.24,17,64.0,32239.077632590317,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1,0,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,1.0,1.0,6086,60,146,60.86,8.6,60.86,3.101825714111328E-5,100,73.96,DDOS-UDP_FLOOD
20.0,6,64.0,11391.064881453518,0.0,0.58,0.42,0.0,0.42,0.0,0.0,42,58,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,8.778810501098632E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,38022.88097180673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.629995346069336E-5,100,0.0,DDOS-SYN_FLOOD
19.88,6,64.0,22153.404109227275,0.99,0.0,0.99,0.0,0.0,0.0,0.0,0,0,99,99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.513978958129883E-5,100,0.0,DDOS-RSTFINFLOOD
0.0,47,64.0,10687.213983590684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,9.422063827514648E-5,100,0.0,MIRAI-GREETH_FLOOD
20.0,6,64.0,104387.85465405676,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.0471343994140624E-5,100,0.0,DDOS-RSTFINFLOOD
20.0,6,64.0,23825.85775960009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.198074340820313E-5,100,0.0,DOS-TCP_FLOOD
20.0,6,64.0,33852.33252623083,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.9540061950683595E-5,100,0.0,DDOS-SYN_FLOOD
20.0,6,64.0,50840.048484848485,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.967906951904297E-5,100,0.0,DDOS-RSTFINFLOOD
